product,answer_option,review_score
Supradyn,I would like more if the tablet would be in capsule form and the covering would have been better than this,0.8904109589041096
Supradyn,Very cost effective and adequate combination of essential vitamin and minerals,0.8767123287671232
Supradyn,I feel very energetic and relaxing,0.863013698630137
Supradyn,Gives energy as it contains Vitamin B,0.8493150684931506
Supradyn,It is good and improve my health,0.821917808219178
Supradyn,Like.It is a good prophylactic vitamin product.,0.821917808219178
Supradyn,I have been using it since many years and found it workable.,0.8082191780821918
Supradyn,"its a good combination,but sometimes the tab turns to be sticky",0.7671232876712328
Supradyn,Its a good product with unfordable price,0.7397260273972602
Supradyn,Great multivitamin at low cost,0.7397260273972602
Supradyn,It is a cheaper & good multi-vitamin.,0.726027397260274
Supradyn,I like it it helps in curing and reducing pain,0.726027397260274
Supradyn,Cheap and Good multivitamin,0.6986301369863014
Supradyn,As good as it is supposed to be,0.684931506849315
Supradyn,My wife takes supradyn tablet as vitamin supplement,0.684931506849315
Supradyn,good results & value for money,0.6712328767123288
Supradyn,its an effective supplement I have been taking it since years,0.6575342465753424
Supradyn,This is good supplement,0.6438356164383562
Supradyn,Very nice product and very effective,0.6301369863013698
Supradyn,Value for money and effective,0.6027397260273972
Supradyn,I haven received free items displayed during my checkout,0.589041095890411
Supradyn,Great composition in minimal price,0.547945205479452
Supradyn,Good multi vitamin,0.547945205479452
Supradyn,Not some allergy after taking this tablet.,0.5068493150684932
Supradyn,I like its composition and very reasonable price,0.4931506849315068
Supradyn,Yet to use n test in bed,0.4931506849315068
Supradyn,"Meg 3, and some protein should be",0.4931506849315068
Supradyn,Just ok as per price,0.4794520547945205
Supradyn,The colour of the urine after intake,0.4657534246575342
Supradyn,5 useful multivitamin,0.4520547945205479
Supradyn,Nice and very low price,0.4246575342465753
Supradyn,Very reasonably priced. Product from a reputed parma co.,0.410958904109589
Supradyn,i didn purchase this Why are you adding incorrect medicines to my list. Is your data compromised,0.3835616438356164
Supradyn,We canst find some product,0.3561643835616438
Supradyn,Could search the tablet faster,0.3561643835616438
Supradyn,So-so product. Would not recommend to anyone,0.3424657534246575
Supradyn,Using it for last few years.Good product,0.3287671232876712
Supradyn,Best vitamin tablets,0.3150684931506849
Supradyn,No medicines available with other medicines but send as it was available,0.3013698630136986
Supradyn,Nothing for dislike,0.3013698630136986
Supradyn,Couldn't get the results,0.3013698630136986
Supradyn,Excellent Multi vitamin tablet,0.2876712328767123
Supradyn,Tihis is dummy products,0.2876712328767123
Supradyn,My favourite tablets,0.2876712328767123
Supradyn,Okay as a Daily it supplement,0.2876712328767123
Supradyn,doc said its best so bought it,0.2465753424657534
Supradyn,BECAUSE I HAVE NOT PURCHASED,0.2465753424657534
Supradyn,by ek kiss do na,0.2328767123287671
Supradyn,1. painful review reminders .. pls stop it after you ask once .. 2. Update your stock properly dont make a person pay the money and then refund it after 2 days that is plain stealing peoples interest. A good web based service should not always have the right stock displayed and not miss lead people,0.2191780821917808
Supradyn,"Order 2-3 items and without my concern, you have canceled based on your comfortable Have you provided any coupon for the token of apologize Secondly who asked you to supply the balance and the entire order to be canceled instead of part is totally not acceptable",0.2054794520547945
Supradyn,Like the fast and damaged delivery of the strips,0.1643835616438356
Supradyn,QUICK RESPONSE AND FAST DELIVERY,0.136986301369863
Supradyn,Tablets delivered in excellent condition. good quality product. Thanks,0.0821917808219178
Supradyn,Excellent and good service,0.0821917808219178
Supradyn,GOOD DISCOUNT AND FAST SHIPPING,0.0821917808219178
Supradyn,"Fair price, firm packing nice contents",0.0821917808219178
Supradyn,No discount and shipping charges,0.0821917808219178
Supradyn,You canceled part item and my whole cash back got spoiled,0.0684931506849315
Supradyn,Trace Elements are essentials for every human being but most of the times neither those essential elements are not available in our drinking water( due to high filteration) nor in our daily foods .The combination is Excellent !,0.0547945205479452
Supradyn,Din't get PayPal cashback,0.0547945205479452
Supradyn,Few tablets were nacked,0.0547945205479452
Supradyn,Total discount not given,0.0410958904109589
Supradyn,STIPS DAMAGED DUE TO FRICTION AND NOT NEATLY PACKED,0.0273972602739726
Supradyn,Service slow but good,0.0136986301369863
Supradyn,Speedy delivery,0.0
Shelcal,Pretty good,0.9973890339425587
Shelcal,its perfect for vitamin d3,0.9947780678851175
Shelcal,this again is a calcium supplement recommended for my wife She is happy with the tablet.,0.9921671018276762
Shelcal,Improve the bone strength,0.9895561357702349
Shelcal,Good source of Calcium and Vitamin D3,0.9817232375979112
Shelcal,Good source of Calcium and Vitamin D3,0.9817232375979112
Shelcal,Rated good to treat calcium and vitamin deficiency,0.97911227154047
Shelcal,All was good in perfect condition,0.97911227154047
Shelcal,indians best calcium with vitamin D tab,0.97911227154047
Shelcal,Rated good to treat calcium and vitamin deficiency,0.97911227154047
Shelcal,"i like it,shelcal-500 is very good to improve bone structure,it helps me to my fracture last year,",0.97911227154047
Shelcal,Sweet outer coating is easy to swallow,0.9765013054830287
Shelcal,Sweet outer coating is easy to swallow,0.9765013054830287
Shelcal,Like ...... good,0.9765013054830287
Shelcal,It is really excellent Everyone can use it.,0.9686684073107049
Shelcal,Best Calcium supplement,0.95822454308094
Shelcal,Feeling comfortable in joints,0.9556135770234987
Shelcal,Cheap but good,0.9530026109660574
Shelcal,great buy it now,0.9530026109660574
Shelcal,good vitamin tab,0.9451697127937336
Shelcal,Best for calcium intake,0.9373368146214099
Shelcal,Best for calcium intake,0.9373368146214099
Shelcal,Better rates in the market,0.9347258485639687
Shelcal,Best in calcium supplement,0.9321148825065274
Shelcal,its a good tablet for women in late 30s and 40s for keeping up with their It D and Calcium intake,0.9295039164490861
Shelcal,Thecal is good calcium tablets take it daily regularly,0.9242819843342036
Shelcal,Thecal is good calcium tablets take it daily regularly,0.9242819843342036
Shelcal,Not much effective,0.9190600522193212
Shelcal,A known medicine for calcium deficiency Very useful,0.9086161879895561
Shelcal,Dislike because not effective,0.9086161879895561
Shelcal,Advised by doctors to make up calcium intake for strong bones specially for elderly,0.9033942558746736
Shelcal,always good substitute for calcium,0.9033942558746736
Shelcal,its a good calcium supplement....,0.8981723237597912
Shelcal,Good calcium tablets No side effects,0.8981723237597912
Shelcal,Good calcium supplement Recommended by most doctors,0.8955613577023499
Shelcal,very useful product,0.8903394255874674
Shelcal,Thecal is a good calcium supplement from a reputed company at a reasonable price.,0.8877284595300261
Shelcal,Quality is not good,0.8825065274151436
Shelcal,Cannot find any efdect. May be effective may be not,0.8825065274151436
Shelcal,They are good for older persons,0.8798955613577023
Shelcal,They are good for older persons,0.8798955613577023
Shelcal,Quite effective than other calcium supplement,0.8798955613577023
Shelcal,shell is always good choice,0.8798955613577023
Shelcal,its good tablet for calcium intake,0.8798955613577023
Shelcal,this is good for calcium,0.8772845953002611
Shelcal,Product is good for me,0.8772845953002611
Shelcal,Using it more than 3 years,0.8746736292428199
Shelcal,Not as much as get benefited like alfa alfa of away,0.8746736292428199
Shelcal,effective tool to cope calcium deficiency,0.8694516971279374
Shelcal,Useful for bones,0.8668407310704961
Shelcal,For my wife as prescribed by the Doctor to take care of calcium deficiency,0.8642297650130548
Shelcal,Excellent Calcium supplement,0.8590078328981723
Shelcal,So far no side effects noticed,0.856396866840731
Shelcal,its good to have maintain calcium deficiency,0.856396866840731
Shelcal,satisfactory as usual shell 500 is prescribed by my Doctor is also recorded with you through my prescription.,0.8537859007832899
Shelcal,Nothing special This is a medication my wife is regularly taking,0.8537859007832899
Shelcal,perfect for calcium requirement,0.8459530026109661
Shelcal,Very good item,0.8459530026109661
Shelcal,Its working very good,0.8459530026109661
Shelcal,"Good , it reduces deficiency of calcium",0.8433420365535248
Shelcal,Helps fr old age patients,0.8407310704960835
Shelcal,Calcium supplement are most post menopausal,0.835509138381201
Shelcal,Calcium supplement are most post menopausal,0.835509138381201
Shelcal,Good but costly compared to other varieties of b- complex tabs,0.8302872062663186
Shelcal,Helps to keep my calcium levels unto date,0.8302872062663186
Shelcal,Very low performance,0.8276762402088773
Shelcal,Thecal is the most recommended supplement for calcium,0.825065274151436
Shelcal,Same n cheap,0.8224543080939948
Shelcal,Really good tablet,0.8198433420365535
Shelcal,Good source of calcium,0.8172323759791122
Shelcal,Good for calcium deficiency,0.814621409921671
Shelcal,Satisfied..no complaints yet,0.814621409921671
Shelcal,Good for daily nutrient,0.814621409921671
Shelcal,Mental feeling as if it is working,0.8120104438642297
Shelcal,Good medicine for calcium,0.8093994778067886
Shelcal,"its effectable,after 40 every women should be use",0.8015665796344648
Shelcal,I am using since long,0.8015665796344648
Shelcal,"its effectable,after 40 every women should be use",0.8015665796344648
Shelcal,Good as calcium supplement,0.793733681462141
Shelcal,Since I am diabetic my doctor advise me take 1 tab once a day..,0.793733681462141
Shelcal,Good as calcium supplement,0.793733681462141
Shelcal,I take it occasionally so my experience is so so.,0.7911227154046997
Shelcal,I liked it,0.783289817232376
Shelcal,Getting in lesser price outside,0.783289817232376
Shelcal,product is ok.,0.7806788511749347
Shelcal,calcium supplement recommended by Mrs,0.7806788511749347
Shelcal,calcium supplement recommended by Mrs,0.7806788511749347
Shelcal,I feel its effective,0.7728459530026109
Shelcal,Or prescribed it so using it,0.7728459530026109
Shelcal,Bought as advised by the doctor,0.7676240208877284
Shelcal,Bought as advised by the doctor,0.7676240208877284
Shelcal,it was good,0.7597911227154047
Shelcal,It is good,0.7597911227154047
Shelcal,its a prescribed medicine to my mom.,0.7597911227154047
Shelcal,It works as claimed,0.7571801566579635
Shelcal,Results are not unto the mark,0.7545691906005222
Shelcal,Getting relief in toe pain,0.7545691906005222
Shelcal,To check its effectiveness yet,0.7545691906005222
Shelcal,Muscle ache improved,0.7519582245430809
Shelcal,It works !,0.7493472584856397
Shelcal,Nothing to say.,0.7493472584856397
Shelcal,Good for health,0.7441253263707572
Shelcal,Good for bines,0.7336814621409922
Shelcal,Good calcium substitute,0.7336814621409922
Shelcal,Value for money,0.7310704960835509
Shelcal,Advised by doctor,0.7258485639686684
Shelcal,Shel Al is a standard calcium tablet,0.7232375979112271
Shelcal,Good calcium tablet,0.720626631853786
Shelcal,known medicine for calcium,0.7101827676240209
Shelcal,Correct addressing of issue,0.7075718015665796
Shelcal,The new print on the backside,0.6945169712793734
Shelcal,The new print on the backside,0.6945169712793734
Shelcal,size of tablet,0.6919060052219321
Shelcal,Mud for bones,0.6919060052219321
Shelcal,IT IS HELPFUL TO MY BODY,0.6892950391644909
Shelcal,Ease of finding,0.6892950391644909
Shelcal,Ease of finding,0.6892950391644909
Shelcal,IT IS HELPFUL TO MY BODY,0.6892950391644909
Shelcal,Good for diabetes,0.6866840731070496
Shelcal,My father and wife have been having this calcium supplement for many years,0.6866840731070496
Shelcal,Result is good,0.6866840731070496
Shelcal,My father and wife have been having this calcium supplement for many years,0.6866840731070496
Shelcal,It D with Calcium,0.6788511749347258
Shelcal,as per the order,0.6788511749347258
Shelcal,its a gold standard,0.6788511749347258
Shelcal,as per the order,0.6788511749347258
Shelcal,Cheaper and better,0.6762402088772846
Shelcal,It is run of a mill product. Nothing special,0.6762402088772846
Shelcal,Could be better,0.6762402088772846
Shelcal,It is run of a mill product. Nothing special,0.6762402088772846
Shelcal,Like to buy,0.6710182767624021
Shelcal,I like it,0.6710182767624021
Shelcal,i like it,0.6710182767624021
Shelcal,I like it.,0.6710182767624021
Shelcal,Star product of company,0.6631853785900783
Shelcal,Very effective tablet for artho problem,0.660574412532637
Shelcal,Very effective tablet for artho problem,0.660574412532637
Shelcal,Good calcium supplement,0.6579634464751958
Shelcal,Send all items together,0.6240208877284595
Shelcal,want say until use by minimum month,0.6240208877284595
Shelcal,Not as per desire,0.6240208877284595
Shelcal,"NOT NOW,MAY GIVE FEEDBACK AFTER SEEING EFFECTS.",0.6161879895561357
Shelcal,I didn order for shell 500 tablet.,0.6161879895561357
Shelcal,nothing to dislike,0.6135770234986945
Shelcal,Didn't dislike anything,0.608355091383812
Shelcal,Good product,0.6057441253263708
Shelcal,Good product,0.6057441253263708
Shelcal,Good product,0.6057441253263708
Shelcal,Good product,0.6057441253263708
Shelcal,good product,0.6057441253263708
Shelcal,Good product....,0.6057441253263708
Shelcal,Very much liked,0.5953002610966057
Shelcal,It is ok,0.5900783289817232
Shelcal,It is effective medicine,0.587467362924282
Shelcal,Good one my daughter,0.5848563968668408
Shelcal,Good one my daughter,0.5848563968668408
Shelcal,Doctor prescribed so no opinion.,0.5822454308093995
Shelcal,Optical priced. good supplement,0.5796344647519582
Shelcal,please arrange immediately.Its very essential,0.5718015665796344
Shelcal,My doctor recommends this during the pregnancy and post pregnancy,0.5718015665796344
Shelcal,IT IS FOR MY WIFE AS PRESCRIBED BY THE DOCTOR. NOTHING TO SAY ABOUT IT,0.5718015665796344
Shelcal,Same as my previous reply,0.566579634464752
Shelcal,Same as my previous reply,0.566579634464752
Shelcal,I like very much,0.566579634464752
Shelcal,"The whole action from your end,",0.5587467362924282
Shelcal,"The whole action from your end,",0.5587467362924282
Shelcal,Your rate of Becasul and shelcal500 touch high,0.556135770234987
Shelcal,works as expected,0.556135770234987
Shelcal,Have to take them whether like or not,0.5509138381201044
Shelcal,"Its not use me, I enquire for my friend",0.5509138381201044
Shelcal,Have to take them whether like or not,0.5509138381201044
Shelcal,No dislike for this med,0.5509138381201044
Shelcal,a little overpriced,0.5509138381201044
Shelcal,i had cracking sound from knees which persists even now after having shell for a month,0.5456919060052219
Shelcal,Display rate was higher than MRP..,0.5456919060052219
Shelcal,Why your not providing the whole box with the strips like how we brought from outside,0.5430809399477807
Shelcal,The medicines are original People can rely on you,0.5378590078328982
Shelcal,The ambiance of the strip was good not old or tampered,0.5326370757180157
Shelcal,The manufacturing date is months old You should provide fresh strip of shell with recent manufacturing date!,0.5300261096605744
Shelcal,So many simple vitamin tablets were not sent because of prescription,0.5274151436031331
Shelcal,Great tablets for bone problems,0.5274151436031331
Shelcal,Easy way to get medicine at your door step...,0.5248041775456919
Shelcal,Recommended by Doctor at Sunshine Hospital.,0.5143603133159269
Shelcal,Doctor happy patient happy,0.5117493472584856
Shelcal,good medicine,0.5091383812010444
Shelcal,Good supplement,0.4960835509138381
Shelcal,Good tablets,0.4960835509138381
Shelcal,Good tablet,0.4960835509138381
Shelcal,Good tablets,0.4960835509138381
Shelcal,very expensive will never buy now first price is more secondly other chemists r offering much much more than u. i have been cheated,0.4934725848563969
Shelcal,You have sent wrong qty and missed one item which I never expected even after sending typed list in English,0.4934725848563969
Shelcal,All good,0.4908616187989556
Shelcal,Good deals,0.4908616187989556
Shelcal,Good response,0.4908616187989556
Shelcal,Good quality,0.4908616187989556
Shelcal,Good response,0.4908616187989556
Shelcal,its good,0.4908616187989556
Shelcal,Good enuf,0.4908616187989556
Shelcal,Good job,0.4908616187989556
Shelcal,All good,0.4908616187989556
Shelcal,its good,0.4908616187989556
Shelcal,very good,0.46475195822454307
Shelcal,Good,0.4621409921671018
Shelcal,Good,0.4621409921671018
Shelcal,Good,0.4621409921671018
Shelcal,Very satisfied,0.4621409921671018
Shelcal,Good,0.4621409921671018
Shelcal,Good,0.4621409921671018
Shelcal,Good,0.4621409921671018
Shelcal,Good,0.4621409921671018
Shelcal,Good,0.4621409921671018
Shelcal,Good,0.4621409921671018
Shelcal,Liked it,0.4595300261096606
Shelcal,Great taste,0.4595300261096606
Shelcal,Feeling better,0.4595300261096606
Shelcal,Excellent tablet,0.4308093994778068
Shelcal,Effective,0.4308093994778068
Shelcal,Ok good,0.4308093994778068
Shelcal,Excellent,0.4255874673629243
Shelcal,Excellent,0.4255874673629243
Shelcal,Haddi lohe ke khambe i tarah majus hogai meri shelcal-500 ha kar. Itni mazbut i ab train bhi mere par sai nikal jaye to bhe mer haddi nasi tutegi. Makar igni achuki hai part 1 ungli par utah santa he,0.42297650130548303
Shelcal,Liked,0.42036553524804177
Shelcal,Best purchase,0.4177545691906005
Shelcal,Nice,0.4151436031331593
Shelcal,Very useful,0.412532637075718
Shelcal,Very useful,0.412532637075718
Shelcal,Very useful,0.412532637075718
Shelcal,Right choice,0.4073107049608355
Shelcal,normal rate,0.4073107049608355
Shelcal,instant relive,0.4073107049608355
Shelcal,Nothing special,0.4073107049608355
Shelcal,normal,0.402088772845953
Shelcal,Thanks,0.39425587467362927
Shelcal,Like,0.3838120104438642
Shelcal,Satisfactory,0.3838120104438642
Shelcal,Nothing,0.3838120104438642
Shelcal,Everything,0.3838120104438642
Shelcal,Satisfactory,0.3838120104438642
Shelcal,Yes,0.3838120104438642
Shelcal,Like,0.3838120104438642
Shelcal,Dislike,0.3838120104438642
Shelcal,Nothing,0.3838120104438642
Shelcal,Everything,0.3838120104438642
Shelcal,doctors advice,0.381201044386423
Shelcal,big size,0.381201044386423
Shelcal,Efficient responsiveness,0.381201044386423
Shelcal,Andorra exp.,0.3785900783289817
Shelcal,Nothing Variable,0.3785900783289817
Shelcal,Punctuality price,0.3785900783289817
Shelcal,like it,0.3785900783289817
Shelcal,Always dependable,0.3785900783289817
Shelcal,Good service,0.3785900783289817
Shelcal,Food all,0.3785900783289817
Shelcal,Nothing Specific,0.3785900783289817
Shelcal,No response,0.3785900783289817
Shelcal,I like,0.3785900783289817
Shelcal,doctor prescription,0.3785900783289817
Shelcal,Same brand,0.3785900783289817
Shelcal,Calcium boasting,0.3785900783289817
Shelcal,good service,0.3785900783289817
Shelcal,Calcium supplement,0.3785900783289817
Shelcal,Good packing,0.3681462140992167
Shelcal,Good packing,0.3681462140992167
Shelcal,Good package,0.3577023498694517
Shelcal,Vitamin,0.3524804177545692
Shelcal,Effectiveness,0.3524804177545692
Shelcal,excellent service,0.3028720626631854
Shelcal,liked packing and delivery,0.2741514360313316
Shelcal,liked packing and delivery,0.2741514360313316
Shelcal,Cooperation and fast supply,0.24804177545691905
Shelcal,Ease of ordering fast delivery and no confusion,0.24804177545691905
Shelcal,The product is genuine,0.20365535248041775
Shelcal,We needed more discount,0.20365535248041775
Shelcal,We needed more discount,0.20365535248041775
Shelcal,quick delivery and discount,0.20365535248041775
Shelcal,Delivery group was there However product n packing were good,0.2010443864229765
Shelcal,Delivery group was there However product n packing were good,0.2010443864229765
Shelcal,Very delayed delivery and if we wish to cancel they are not refunding the money instead adding it to their wallet which is not at all useful,0.18798955613577023
Shelcal,I like Thecal - 500 Tablet and using it for quite a long time. It is very suitable for me.,0.185378590078329
Shelcal,Its smartly packed,0.18276762402088773
Shelcal,Very fast delivery,0.16449086161879894
Shelcal,I purchased it was 15 tablet strip not up to the mark seems duplicate not controlling sugar legal,0.13838120104438642
Shelcal,Speed of delivery and Discount,0.1174934725848564
Shelcal,Discount compare to others,0.1174934725848564
Shelcal,Excellent response and fabulous discount,0.1174934725848564
Shelcal,I like the home delivery service is very good,0.1174934725848564
Shelcal,Nice packing and good tablet for my health,0.1174934725848564
Shelcal,Problem regarding the delivery,0.1174934725848564
Shelcal,Protected packing and effective for bone density,0.1174934725848564
Shelcal,I like the home delivery service is very good,0.1174934725848564
Shelcal,Nice packing and good tablet for my health,0.1174934725848564
Shelcal,Problem regarding the delivery,0.1174934725848564
Shelcal,Why dont you use local shops as delivery partner. its preposterous that in today day and age we need to wait ONE FREAKING WEEK FOR DELIVERY,0.1174934725848564
Shelcal,Delivery charge why so,0.1174934725848564
Shelcal,Speed and ease and discount,0.10966057441253264
Shelcal,Fast delivery with good packing,0.10704960835509138
Shelcal,Item is good and packed very well,0.10704960835509138
Shelcal,Discount Is Good,0.10704960835509138
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.10704960835509138
Shelcal,Discount was less than available in the market,0.10704960835509138
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.10704960835509138
Shelcal,Discount was less than available in the market,0.10704960835509138
Shelcal,Good packing prompt delivery,0.10704960835509138
Shelcal,The delivery experience was very good and quick,0.10704960835509138
Shelcal,Item is good and packed very well,0.10704960835509138
Shelcal,Rapid delivery..n good discount,0.10443864229765012
