product,answer_option,label,review_len,Rn,Rp,Rs,Rc,Rd,Rsc
Accucheck,Using for monitoring diabetes,1,4,0.5291645465855431,0.0,0.0,0.005194805194805195,0.0,0.0
Accucheck,"The expire of the product is only of 6 onth while I am a retail user, It is not at all physiable to me.",0,24,0.6108499556748026,0.0,1.0,0.02857142857142857,1.0,0.0
Accucheck,Excellent thing on excellent price,1,5,0.48436066465303074,1.0,1.0,0.006493506493506494,0.0,0.8126
Accucheck,No discount given,0,3,0.4735586242932412,0.0,0.0,0.003896103896103896,1.0,-0.296
Accucheck,Well packed,0,2,0.0,0.0,0.0,0.0025974025974025974,1.0,0.2732
Accucheck,I like it because it is very cheap and having more period of expire,0,14,0.40618843706651886,0.51,0.705,0.016883116883116882,1.0,0.3612
Accucheck,On Not Service,0,3,1.0,0.0,0.0,0.003896103896103896,1.0,0.0
Accucheck,Mention the manufacturing date and expire of Occur check in the bill also,0,13,0.6873592743404684,0.0,0.0,0.015584415584415584,1.0,0.0
Accucheck,Too much costly affair.,1,4,0.5166569226443691,0.2,0.2,0.005194805194805195,0.0,-0.1027
Accucheck,I like past delivery,0,4,0.21282532090721226,-0.25,0.25,0.005194805194805195,1.0,0.3612
Accucheck,Correct rejalet,0,2,0.5392912354390924,0.0,0.0,0.0025974025974025974,0.0,0.0
Accucheck,Your Courier partner is misleading and not delivering Had to struggle with their customer support,0,15,0.427260991202567,0.0,0.0,0.01948051948051948,1.0,-0.3182
Accucheck,Instant Delivery and Reasonable price!,0,5,0.224904523825419,0.125,0.6333333333333333,0.006493506493506494,1.0,0.0
Accucheck,Nothing,0,1,0.0,0.0,0.0,0.0012987012987012987,0.0,0.0
Accucheck,Fast delivery,0,2,0.3935956181478197,0.2,0.6,0.0025974025974025974,1.0,0.0
Accucheck,Some of the stripes inside the box is not proper,1,10,0.4642937195673378,0.0,0.1,0.011688311688311689,0.0,0.0
Accucheck,All was well,1,3,0.0,0.0,0.0,0.003896103896103896,0.0,0.2732
Accucheck,its ok,0,2,1.0,0.5,0.5,0.0025974025974025974,0.0,0.296
Accucheck,Your offered dismounted price and fast delivery,0,7,0.28384130393156587,0.2,0.6,0.00909090909090909,1.0,0.0
Accucheck,For accuracy of Blood sugar monitoring on daily basis,1,9,0.8221409594374842,0.0,0.0,0.011688311688311689,0.0,0.0
Accucheck,Price n delivery n quality,0,5,1.0,0.0,0.0,0.005194805194805195,1.0,0.0
Accucheck,"Perfect packing and delivery , but price wise it s not so attractive",0,13,0.3560411578215198,0.8333333333333334,0.9666666666666667,0.016883116883116882,1.0,0.3521
Accucheck,It is not working please return and refund my money back,0,11,0.23858429483110144,0.0,0.0,0.014285714285714285,1.0,-0.2411
Accucheck,Box is low quality,0,4,0.6313653740692241,0.0,0.3,0.005194805194805195,0.0,-0.2732
Accucheck,Rate on app are Rs.799 while print on box are Rs.699,0,11,1.0,0.0,0.0,0.011688311688311689,0.0,0.0
Accucheck,Gave me insta strip,1,4,0.20269262707538133,0.0,0.0,0.005194805194805195,0.0,0.0
Accucheck,Liked the product,0,3,0.44508021817844373,0.6,0.8,0.003896103896103896,0.0,0.4215
Accucheck,Cost should be more competitive,1,5,0.46119829112831706,0.5,0.5,0.006493506493506494,0.0,0.2484
Accucheck,Excellent for blood sugar checkup,0,5,0.7655071597232389,1.0,1.0,0.006493506493506494,0.0,0.5719
Accucheck,Street nahin mila Mujhe,1,4,0.5,0.0,0.0,0.005194805194805195,0.0,0.0
Accucheck,I order accucheck instant strip but got different item please replace it what will do from it,1,17,0.21782688235031614,0.0,0.6333333333333333,0.02077922077922078,1.0,0.4497
Accucheck,i like it,0,3,0.0,0.0,0.0,0.003896103896103896,1.0,0.3612
Accucheck,Excellent service,0,2,0.4396395958030774,1.0,1.0,0.0025974025974025974,1.0,0.5719
Accucheck,nice product. I am using it since last 10 yes,1,10,0.22300936131484583,0.3,0.5333333333333333,0.012987012987012988,1.0,0.6705
Accucheck,good,0,1,0.0,0.7,0.6000000000000001,0.0012987012987012987,0.0,0.4404
Accucheck,I like the price and time delivery,0,7,0.7164258613306389,0.0,0.0,0.00909090909090909,1.0,0.3612
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0012987012987012987,0.0,0.4404
Accucheck,I dislike it as i was over charged,0,8,0.0,0.0,0.0,0.01038961038961039,1.0,-0.5267
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0012987012987012987,0.0,0.4404
Accucheck,Like and reasonable price and correct time delivery,0,8,0.40400148216151793,0.2,0.6,0.00909090909090909,1.0,0.3612
Accucheck,Timely delivery,0,2,0.45407830682424244,0.0,0.0,0.0025974025974025974,1.0,0.0
Accucheck,Nice product and prompt delivery,0,5,0.38344131018473715,0.6,1.0,0.006493506493506494,1.0,0.4215
Accucheck,"Ok , good",0,3,0.0,0.6,0.55,0.003896103896103896,1.0,0.6249
Accucheck,Price can still be refuced,1,5,0.3649745218866136,0.0,0.0,0.006493506493506494,0.0,0.0
Accucheck,Speed of delivery,0,3,1.0,0.0,0.0,0.003896103896103896,1.0,0.0
Accucheck,Quick dispatch and timely delivery,0,5,0.5097514376321669,0.3333333333333333,0.5,0.006493506493506494,1.0,0.0
Accucheck,Late delivery,0,2,0.3509579116438888,-0.3,0.6,0.0025974025974025974,1.0,0.0
Accucheck,Its like Good product,1,4,0.3251831350397268,0.7,0.6000000000000001,0.005194805194805195,0.0,0.6597
Accucheck,Suppliers are theaters They supply outdated medicines,0,7,0.6016550075641313,-0.4000000000000001,0.6333333333333334,0.00909090909090909,1.0,0.0
Accucheck,Its defected peice,1,3,0.5,0.0,0.0,0.003896103896103896,0.0,-0.4019
Accucheck,Description was not clear,1,4,0.470835453414457,-0.05000000000000001,0.3833333333333333,0.005194805194805195,0.0,-0.2924
Accucheck,I liked,0,2,0.0,0.6,0.8,0.0025974025974025974,1.0,0.4215
Accucheck,Precise results,0,2,0.40847620209771274,0.4,0.8,0.0025974025974025974,0.0,0.0
Accucheck,"Everything was ok delivery,packing etc just manufacturing date was of 2019 so was in little concerned That the product is little old",0,22,0.1729446159395756,0.05625,0.425,0.024675324675324677,0.0,0.296
Accucheck,Timely delivery,0,2,0.45407830682424244,0.0,0.0,0.0025974025974025974,1.0,0.0
Accucheck,Good strip. Keep it up,1,5,0.5662774221071916,0.7,0.6000000000000001,0.006493506493506494,0.0,0.4404
Accucheck,Good packing,0,2,0.6109741189127563,0.7,0.6000000000000001,0.0025974025974025974,1.0,0.4404
Accucheck,Good service,0,2,0.6109741189127563,0.7,0.6000000000000001,0.0025974025974025974,1.0,0.4404
Accucheck,Good product,0,2,0.54692500680622,0.7,0.6000000000000001,0.0025974025974025974,0.0,0.4404
Accucheck,Accurate reading,0,2,0.0,0.4000000000000001,0.6333333333333334,0.0025974025974025974,0.0,0.0
Accucheck,Very good,0,2,0.0,0.9099999999999999,0.7800000000000001,0.0025974025974025974,0.0,0.4927
Accucheck,"like , good for sugar check at home",1,8,0.7130089134882555,0.7,0.6000000000000001,0.01038961038961039,1.0,0.6597
Accucheck,cost of strips is very high seems you are taking advantage of the people who use it,0,17,0.5980195616452659,0.20800000000000002,0.702,0.02077922077922078,0.0,0.25
Accucheck,There was no chip in package.....,0,6,1.0,0.0,0.0,0.007792207792207792,0.0,-0.296
Accucheck,Reasonable rates,0,2,0.5183581794711439,0.2,0.6,0.0025974025974025974,0.0,0.0
Accucheck,It shows quick results,1,4,0.2980849291861555,0.3333333333333333,0.5,0.005194805194805195,0.0,0.0
Accucheck,Nice packing,0,2,0.46547335491589337,0.6,1.0,0.0025974025974025974,1.0,0.4215
Accucheck,It is medium quality,0,4,0.4320802310483068,0.0,0.0,0.005194805194805195,0.0,0.0
Accucheck,From delivery,0,2,1.0,0.0,0.0,0.0025974025974025974,1.0,0.0
Accucheck,Box nicely timely delivered Strips result is perfect,0,8,0.1482707636348668,0.8,1.0,0.01038961038961039,1.0,0.765
Accucheck,"Expire date is 12/2020,this is very less",0,7,1.0,-0.21666666666666667,0.08666666666666667,0.007792207792207792,1.0,0.0
Accucheck,Good deal and genuine product,0,5,0.5364256435545831,0.55,0.55,0.006493506493506494,1.0,0.4404
Accucheck,good services,0,2,0.6109741189127563,0.7,0.6000000000000001,0.0025974025974025974,1.0,0.4404
Accucheck,It gives immediate results,1,4,0.28363893033680027,0.0,0.0,0.005194805194805195,0.0,0.0
Accucheck,Speedy Delivery and price,0,4,0.28937600801342306,0.0,0.0,0.005194805194805195,1.0,0.0
Accucheck,Everything right from placing order to delivery was awesome. However few strips were non-functional to our utter dismay So strip quality want totally up to the mark.,0,27,0.39137238764648,0.21714285714285714,0.6771428571428572,0.032467532467532464,1.0,0.3758
Accucheck,prompt delivery,0,2,0.36521141480670305,0.0,0.0,0.0025974025974025974,1.0,0.0
Accucheck,Good product with expire date of 2021,0,7,0.8213162896675114,0.7,0.6000000000000001,0.00909090909090909,1.0,0.4404
Accucheck,Expire date was 2021,0,4,1.0,0.0,0.0,0.005194805194805195,1.0,0.0
Accucheck,Has been using for long time,0,6,0.3939770069557416,-0.05,0.4,0.007792207792207792,1.0,0.0
Accucheck,I purchased Accu Check Instant Machine and ordered strips for this machine.after recieved noticed stops are not suitable for this machine,1,21,0.3149794093731896,-0.1375,0.7083333333333333,0.024675324675324677,1.0,-0.1531
Accucheck,Pack was found opened,0,4,0.0,0.0,0.0,0.005194805194805195,1.0,0.0
Accucheck,Price is high,0,3,0.4358062536237586,0.16,0.5399999999999999,0.003896103896103896,0.0,0.0
Accucheck,No comments,0,2,1.0,0.0,0.0,0.0025974025974025974,0.0,-0.296
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0012987012987012987,0.0,0.4404
Accucheck,All Good,0,2,0.0,0.7,0.6000000000000001,0.0025974025974025974,0.0,0.4404
Accucheck,I am using since many yr.,1,6,1.0,0.5,0.5,0.007792207792207792,1.0,0.0
Accucheck,Good boy,0,2,0.7060816857388282,0.7,0.6000000000000001,0.0025974025974025974,0.0,0.4404
Accucheck,All are good except only one - the price is too much high.,1,13,0.3364548858972525,0.2866666666666667,0.7133333333333334,0.016883116883116882,1.0,0.4404
Accucheck,Late delivery and I am not able to redeem my wallet money.,0,12,0.4534113763960865,-0.275,0.6125,0.015584415584415584,1.0,0.0
Accucheck,Timely delivered,0,2,0.0,0.0,0.0,0.0025974025974025974,1.0,0.0
Accucheck,Long delivery time,0,3,0.543552932809832,-0.05,0.4,0.003896103896103896,1.0,0.0
Accucheck,Received as described,1,3,0.0,0.0,0.0,0.003896103896103896,0.0,0.0
Accucheck,Worked perfectly. No coding required either.,1,6,0.23935160681645143,-0.5,1.0,0.007792207792207792,0.0,0.4588
Accucheck,New box only i got,0,5,0.29053320747266126,0.06818181818181818,0.7272727272727273,0.006493506493506494,1.0,0.0
Accucheck,Fast delivery,0,2,0.3935956181478197,0.2,0.6,0.0025974025974025974,1.0,0.0
Accucheck,Strip very good but price is very high with other brands,1,11,0.4895565901981373,0.33099999999999996,0.6190000000000001,0.012987012987012988,0.0,0.2724
Accucheck,I loved this product.Shelcal gives energy.,1,6,0.3488466694727853,0.7,0.8,0.007792207792207792,1.0,0.7184
Accucheck,It did not serve my purpose since my machine is different.,1,11,0.48497966546083043,0.0,0.6,0.012987012987012988,0.0,0.0
Accucheck,Good deal,0,2,0.7060816857388282,0.7,0.6000000000000001,0.0025974025974025974,0.0,0.4404
Accucheck,good service,0,2,0.6109741189127563,0.7,0.6000000000000001,0.0025974025974025974,1.0,0.4404
Accucheck,Good results,0,2,0.6394120392724555,0.7,0.6000000000000001,0.0025974025974025974,0.0,0.4404
Accucheck,Delivered on time,0,3,0.424948320722432,0.0,0.0,0.003896103896103896,1.0,0.0
Accucheck,I was not delivered the right product,0,7,0.23578962392928257,0.2857142857142857,0.5357142857142857,0.00909090909090909,1.0,0.0
Accucheck,Liked the package,0,3,0.5930935117714825,0.6,0.8,0.003896103896103896,1.0,0.4215
Accucheck,Fast delivery,0,2,0.3935956181478197,0.2,0.6,0.0025974025974025974,1.0,0.0
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0012987012987012987,0.0,0.4404
Accucheck,Packing,0,1,0.0,0.0,0.0,0.0012987012987012987,1.0,0.0
Accucheck,Fast delivery,0,2,0.3935956181478197,0.2,0.6,0.0025974025974025974,1.0,0.0
Accucheck,It is good,0,3,0.0,0.7,0.6000000000000001,0.003896103896103896,0.0,0.4404
Accucheck,Delivery was on time and there was reasonably good discount on the product,0,13,0.6434343569917702,0.7,0.6000000000000001,0.014285714285714285,1.0,0.4404
Accucheck,Early delivery with online payment mode,0,6,0.5586296873288291,0.1,0.3,0.007792207792207792,1.0,0.0
Accucheck,Good,0,1,0.0,0.7,0.6000000000000001,0.0012987012987012987,0.0,0.4404
Accucheck,all ok,0,2,0.0,0.5,0.5,0.0025974025974025974,0.0,0.296
Accucheck,Delivery before shedual givan,0,4,0.585302377652269,0.0,0.0,0.005194805194805195,1.0,0.0
Accucheck,The product appears on the cart is different from what I have recieved. Totally disappointed,0,15,0.23768067246654548,-0.375,0.675,0.01948051948051948,1.0,-0.5256
Accucheck,Due to exp date is very near,0,7,0.6382510379196739,0.0025000000000000022,0.4475,0.00909090909090909,0.0,0.0
Accucheck,I have been using it for some time and was fully aware of the product,0,15,0.33262932895409086,0.25,0.25,0.01948051948051948,1.0,0.0
Accucheck,The strips showing E 1    error and not recording,1,9,0.4416796063255678,0.0,0.0,0.011688311688311689,1.0,-0.4019
Accucheck,Need improvement delivery,0,3,0.6053073116268861,0.0,0.0,0.003896103896103896,1.0,0.4588
Accucheck,Reliable and economic,1,3,0.0,0.2,0.2,0.003896103896103896,0.0,0.0
Accucheck,timely delivery,0,2,0.45407830682424244,0.0,0.0,0.0025974025974025974,1.0,0.0
Accucheck,Good service,0,2,0.6109741189127563,0.7,0.6000000000000001,0.0025974025974025974,1.0,0.4404
Accucheck,Nothing special,0,2,0.0,0.35714285714285715,0.5714285714285714,0.0025974025974025974,0.0,-0.3089
Accucheck,Nothing all is good,0,4,0.0,0.7,0.6000000000000001,0.005194805194805195,0.0,-0.3412
Accucheck,Prompt Delivery,0,2,0.0,0.0,0.0,0.0025974025974025974,1.0,0.0
Accucheck,Arrived fast and exact material ordered,0,6,0.23474741652983147,0.225,0.425,0.007792207792207792,0.0,0.0
Accucheck,Willingness to help,1,3,0.5291645465855431,0.0,0.0,0.003896103896103896,0.0,0.5859
Accucheck,I like,0,2,0.0,0.0,0.0,0.0025974025974025974,1.0,0.3612
Accucheck,Nice price with long expiry,0,5,0.4889782287726223,0.27499999999999997,0.7,0.006493506493506494,1.0,0.4215
Accucheck,Like,0,1,0.0,0.0,0.0,0.0012987012987012987,0.0,0.3612
Accucheck,Nothing specific about the strip though.,0,6,0.33706472046523506,0.0,0.125,0.007792207792207792,0.0,0.0
Accucheck,Please process fst,0,3,1.0,0.0,0.0,0.003896103896103896,0.0,0.3182
Accucheck,Fast and Reliable Product. Ordered it for my father. ,1,9,0.2832245593348152,0.2,0.6,0.011688311688311689,0.0,0.0
Accucheck,"Timely supply,and good product",0,4,0.6060279893389382,0.7,0.6000000000000001,0.005194805194805195,1.0,0.4404
Accucheck,Cost is not competative,0,4,0.44468437421516116,0.0,0.0,0.005194805194805195,0.0,0.0
Accucheck,at first the delivered product was wrong one which was later replaced.,0,12,0.12216594498645736,-0.08333333333333333,0.41111111111111115,0.014285714285714285,1.0,-0.4767
Accucheck,Product mismatch,0,2,1.0,0.0,0.0,0.0025974025974025974,0.0,0.0
Accucheck,"Still I have not get this product and this one is still missing, and behalf of urs u doesn't follow up my complain",0,23,0.6455516508053154,-0.2,0.05,0.02727272727272727,1.0,-0.5719
Accucheck,Good. Delivery on time,0,4,0.6993841357821391,0.7,0.6000000000000001,0.005194805194805195,1.0,0.4404
Accucheck,Price and discounts,0,3,1.0,0.0,0.0,0.003896103896103896,1.0,0.0
Accucheck,Very affective and accurate strips,1,5,0.22866719834393937,0.30000000000000004,0.4666666666666667,0.006493506493506494,0.0,0.0
Accucheck,Best product,0,2,0.54692500680622,1.0,0.3,0.0025974025974025974,0.0,0.6369
Accucheck,Reduction in MRP,0,3,0.5,0.0,0.0,0.003896103896103896,0.0,0.0
Accucheck,Correct  measurement  cheaper in comparison  buying in open market,1,9,0.4422708152430205,0.0,0.5,0.01038961038961039,0.0,0.0
Accucheck,Reliable price,0,2,0.4178353916473721,0.0,0.0,0.0025974025974025974,0.0,0.0
Accucheck,Nothing to dislike,0,3,0.0,0.0,0.0,0.003896103896103896,0.0,0.2924
Accucheck,Donot like the billing procedure,0,5,0.5496101417212694,0.0,0.0,0.006493506493506494,1.0,0.3612
Accucheck,I have been using it for my grandfather since past 10years. This is a great product to test blood sugar at home in just few seconds. Accuracy is 80%.,1,29,0.5783881901297934,0.11666666666666668,0.3666666666666667,0.03636363636363636,1.0,0.6249
Accucheck,Timely delivery of the product,0,5,0.6405724421245259,0.0,0.0,0.006493506493506494,1.0,0.0
Accucheck,"the worst product from the company, we couldn't find coding chip inside the product.and complain it to certain person but I can't get satisfied answer ",1,25,0.4080881244604188,-0.09523809523809523,0.8571428571428571,0.02987012987012987,1.0,-0.6954
Accucheck,Product and price is good but delivery services should be improved,0,11,0.6244311979304699,0.7,0.6000000000000001,0.014285714285714285,1.0,0.7269
Accucheck,Excellent for regular n easy gluco meter,1,7,0.44624162016973107,0.4777777777777778,0.6367521367521367,0.00909090909090909,1.0,0.765
Accucheck,courier service,0,2,1.0,0.0,0.0,0.0025974025974025974,1.0,0.0
Accucheck,Price and authenticity,1,3,1.0,0.0,0.0,0.003896103896103896,0.0,0.0
Accucheck,I want to return,0,4,0.0,0.0,0.0,0.005194805194805195,1.0,0.0772
Accucheck,Dislike that there is no provision to change thective test strips to instant test strips.,1,15,0.9711053987666932,0.0,0.6666666666666666,0.016883116883116882,0.0,-0.5859
Accucheck,Yeah that is ok.,0,4,0.0,0.5,0.5,0.005194805194805195,0.0,0.296
Accucheck,One of the packet containkng 50 strips was found to be opened,0,12,0.5881159363790556,0.0,0.0,0.015584415584415584,1.0,0.0
Accucheck,I think its genuine and perfect,0,6,0.0,0.7,0.75,0.007792207792207792,1.0,0.5719
Accucheck,Easy to use and accurate results,1,6,0.24772849895733579,0.41666666666666674,0.7333333333333334,0.007792207792207792,0.0,0.4404
Accucheck,Accu check strip box don't have code strip,1,8,0.8787578870685618,0.0,0.0,0.00909090909090909,0.0,0.0
Accucheck,"Prompt delivery,good rebate.",0,3,0.5609937478472137,0.0,0.0,0.003896103896103896,0.0,0.0
Accucheck,Delivery is good,0,3,0.5137168764979905,0.7,0.6000000000000001,0.003896103896103896,1.0,0.4404
Accucheck,Gud rate,0,2,0.46119829112831706,0.0,0.0,0.0025974025974025974,0.0,0.0
Accucheck,compared with the diagnostic lab results on the same day and the results are almost comparable..Liked the product,1,18,0.697595596567424,0.0,0.125,0.01818181818181818,0.0,0.0
Accucheck,Wrong item sent and no remedy for that,0,8,0.5294443035107994,-0.5,0.9,0.01038961038961039,0.0,-0.6486
Accucheck,Try to mention the expiry date and mfg date in the product description of certain products,0,16,0.8224181137350257,0.21428571428571427,0.5714285714285714,0.01818181818181818,1.0,0.2732
Accucheck,Not working,0,2,0.0,0.0,0.0,0.0025974025974025974,0.0,0.0
Accucheck,Promt response and delivery. Maximum discounts received.,0,7,0.4220666142724173,0.0,0.0,0.00909090909090909,1.0,0.0
Accucheck,good,0,1,0.0,0.7,0.6000000000000001,0.0012987012987012987,0.0,0.4404
