product,answer_option,review_score
shampoo,No use... Wash ur hair with water.. that much better,0.6761904761904762
shampoo,Scalpe anti dandruff shampoo is clinically advised for dandruff and it really works than any other shampoo in market,0.6571428571428571
shampoo,Like product is as expected Dislike- no immediate relief or assured relief,0.6476190476190476
shampoo,Good for seborrheic dermatitis,0.6285714285714286
shampoo,Good for dandruff control,0.6285714285714286
shampoo,Price is so high reduce price,0.6285714285714286
shampoo,There is no difference in the dandruff after using this shampoo,0.6
shampoo,Nice for anti dandruff,0.580952380952381
shampoo,It prevents scales formation on head skin and dandruff,0.5714285714285714
shampoo,Works well with my hair oil to decrease dandruff,0.5714285714285714
shampoo,It dose not effect on scalp,0.5523809523809524
shampoo,Not improvement in my hair,0.5523809523809524
shampoo,This shampoo doesn remove dandruff,0.5333333333333333
shampoo,Solve my problem in one wash,0.5047619047619047
shampoo,No benefit this item,0.49523809523809526
shampoo,its my regular choice,0.4666666666666667
shampoo,Shampoo is good for reducing dandruf,0.45714285714285713
shampoo,Price is very high,0.42857142857142855
shampoo,The price is high.the shampoo is very good,0.42857142857142855
shampoo,It work good,0.42857142857142855
shampoo,Received next day,0.4
shampoo,It is really effective,0.4
shampoo,Not to much effective,0.4
shampoo,Product is good but expensive,0.3904761904761905
shampoo,It is very useful for who are effecting by dandruff,0.3619047619047619
shampoo,I used it many times but dandruff not cured permanently Although it relief but not a permanent solution for me.,0.3523809523809524
shampoo,It doesn work,0.34285714285714286
shampoo,The bottle content is very less thoughts like already used,0.3333333333333333
shampoo,Good you can see the results with in second and third use,0.3238095238095238
shampoo,Reduce dandruff in few days,0.3238095238095238
shampoo,shampoo seems fine..its same as i use to purchase from the local medical shop,0.3238095238095238
shampoo,Really like this shampoo..this does perfectly what it demand to do..,0.3142857142857143
shampoo,Not work as it explained about that .,0.3047619047619048
shampoo,Need to repeatedly keep using it,0.29523809523809524
shampoo,Very nice product,0.2857142857142857
shampoo,Not working as asspacted,0.26666666666666666
shampoo,Quality and Right product was made available and within stipulated period of time.,0.26666666666666666
shampoo,Not so effective,0.22857142857142856
shampoo,It does what it says,0.21904761904761905
shampoo,It is better but not a permanent solution for dandruff,0.21904761904761905
shampoo,It is a great product for dealing with dandruff,0.20952380952380953
shampoo,We are using regularly,0.20952380952380953
shampoo,Good Anti dandruff,0.20952380952380953
shampoo,want say anything now,0.20952380952380953
shampoo,It is effective but costly,0.2
shampoo,Its not much effective as it has been stated in product description.,0.19047619047619047
shampoo,good product but it remove dandruff if you use this for long time,0.18095238095238095
shampoo,Before sending to customer PL.go thou order.carefully see the quantity ordered n quantity send To avoid interaction with executive,0.17142857142857143
shampoo,Is it not an immediate solution for dandraft. We may need to use it for longer time. We need a quick and effective remedy,0.17142857142857143
shampoo,Good but not very effective,0.1523809523809524
shampoo,its actually helpful indeed,0.13333333333333333
shampoo,Nice product and I got a very good result from the product.,0.12380952380952381
shampoo,i wanted a good antidandruff hair treatment as my scalp was getting dry very often and troubled by itching scalp at times but no flakes initialy was found good result but later the same,0.12380952380952381
shampoo,Not worth to buy online if your order value is less Chant ₹500 because of the logistics charges Also courier partner dont accept card only cash So there is scope of improvement in supply chain and payment,0.11428571428571428
shampoo,Please verify that vendor right product pack or not,0.10476190476190476
shampoo,Discount was less than other online sites,0.09523809523809523
shampoo,Delivery not in time,0.0761904761904762
shampoo,Not supply in time,0.0761904761904762
shampoo,Excellent service.. delivery time can be improved,0.0761904761904762
shampoo,I liked its on time delivery n price.,0.06666666666666667
shampoo,"Excellent Cost, please provide free delivery if cost is less than 500 also it will be mostly helpful",0.06666666666666667
shampoo,"Best therapy of dandruff, I like it.",0.0380952380952381
shampoo,Like the timely delivery,0.0380952380952381
shampoo,I m using 4 time,0.02857142857142857
shampoo,Delivery time can improve,0.02857142857142857
shampoo,The Package is really good,0.02857142857142857
shampoo,Excellent service and cost also,0.01904761904761905
shampoo,The delivery person was lazy,0.0
shampoo,I have been advised by the owner of the product that it will give me relief for 72 hours for the use and may use for a month and after that one week once is to used But in my experience it is useful for only six hours and after that itching is starting,0.0
Supradyn,"Tablet is good , its size is small easy to swallow After consuming the tablet I didn feel giddiness and was active throughout the day and no side effects .",0.9863013698630136
Supradyn,Felt a little lesser sweet as compared to pharmacy from the stores but was nice as price is also descent for,0.9863013698630136
Supradyn,I would like more if the tablet would be in capsule form and the covering would have been better than this,0.9452054794520548
Supradyn,I take it more for its trace minerals and its extremely low price.it has proved to be a good vitamin supplement,0.9315068493150684
Supradyn,I feel very energetic and relaxing,0.9178082191780822
Supradyn,It was very helpful to be active,0.9041095890410958
Supradyn,Supradyn Tablet being multi vitamin and multi mineral tablet is good for health and some improvement may be done by adding some traces of selenium and other essentials,0.8767123287671232
Supradyn,It is a cheaper & good multi-vitamin.,0.863013698630137
Supradyn,Gives energy as it contains Vitamin B,0.863013698630137
Supradyn,Its a good product with unfordable price,0.863013698630137
Supradyn,A good value for money for vitamin supplement !,0.863013698630137
Supradyn,It is good but have to take 2 if you lookout else go for a single tab with breakfast and drink at least 4 its water per day,0.863013698630137
Supradyn,its a value medicine and cheap in alternatives of vitamin tablet.,0.8493150684931506
Supradyn,Very cost effective and adequate combination of essential vitamin and minerals,0.8493150684931506
Supradyn,"its a good combination,but sometimes the tab turns to be sticky",0.8356164383561644
Supradyn,Like.It is a good prophylactic vitamin product.,0.821917808219178
Supradyn,I have been using it since many years and found it workable.,0.7671232876712328
Supradyn,It is good and improve my health,0.7534246575342466
Supradyn,I like it it helps in curing and reducing pain,0.7397260273972602
Supradyn,Great multivitamin at low cost,0.726027397260274
Supradyn,Cheap and Good multivitamin,0.7123287671232876
Supradyn,As good as it is supposed to be,0.6986301369863014
Supradyn,My wife takes supradyn tablet as vitamin supplement,0.6438356164383562
Supradyn,This is good supplement,0.6438356164383562
Supradyn,Great composition in minimal price,0.6301369863013698
Supradyn,doc said its best so bought it,0.6164383561643836
Supradyn,Value for money and effective,0.6027397260273972
Supradyn,Good multi vitamin,0.6027397260273972
Supradyn,Just ok as per price,0.589041095890411
Supradyn,Using it for last few years.Good product,0.5753424657534246
Supradyn,its an effective supplement I have been taking it since years,0.5616438356164384
Supradyn,by ek kiss do na,0.5616438356164384
Supradyn,Very nice product and very effective,0.547945205479452
Supradyn,Excellent Multi vitamin tablet,0.5342465753424658
Supradyn,No medicines available with other medicines but send as it was available,0.5342465753424658
Supradyn,Best vitamin tablets,0.5342465753424658
Supradyn,"Meg 3, and some protein should be",0.5205479452054794
Supradyn,We canst find some product,0.4657534246575342
Supradyn,Could search the tablet faster,0.4657534246575342
Supradyn,Not some allergy after taking this tablet.,0.4657534246575342
Supradyn,good results & value for money,0.4657534246575342
Supradyn,Tihis is dummy products,0.4246575342465753
Supradyn,Nothing for dislike,0.3972602739726027
Supradyn,The colour of the urine after intake,0.3835616438356164
Supradyn,My favourite tablets,0.3698630136986301
Supradyn,So-so product. Would not recommend to anyone,0.3698630136986301
Supradyn,Couldn't get the results,0.3561643835616438
Supradyn,Tablets delivered in excellent condition. good quality product. Thanks,0.3424657534246575
Supradyn,Nice and very low price,0.3424657534246575
Supradyn,i didn purchase this Why are you adding incorrect medicines to my list. Is your data compromised,0.3150684931506849
Supradyn,"Fair price, firm packing nice contents",0.3013698630136986
Supradyn,I haven received free items displayed during my checkout,0.2465753424657534
Supradyn,Yet to use n test in bed,0.2054794520547945
Supradyn,You canceled part item and my whole cash back got spoiled,0.2054794520547945
Supradyn,Okay as a Daily it supplement,0.1917808219178082
Supradyn,Like the fast and damaged delivery of the strips,0.1780821917808219
Supradyn,I like its composition and very reasonable price,0.1643835616438356
Supradyn,Din't get PayPal cashback,0.1506849315068493
Supradyn,BECAUSE I HAVE NOT PURCHASED,0.136986301369863
Supradyn,Very reasonably priced. Product from a reputed parma co.,0.136986301369863
Supradyn,GOOD DISCOUNT AND FAST SHIPPING,0.0821917808219178
Supradyn,STIPS DAMAGED DUE TO FRICTION AND NOT NEATLY PACKED,0.0821917808219178
Supradyn,Excellent and good service,0.0684931506849315
Supradyn,1. painful review reminders .. pls stop it after you ask once .. 2. Update your stock properly dont make a person pay the money and then refund it after 2 days that is plain stealing peoples interest. A good web based service should not always have the right stock displayed and not miss lead people,0.0684931506849315
Supradyn,Service slow but good,0.0547945205479452
Supradyn,No discount and shipping charges,0.0547945205479452
Supradyn,5 useful multivitamin,0.0547945205479452
Supradyn,"Order 2-3 items and without my concern, you have canceled based on your comfortable Have you provided any coupon for the token of apologize Secondly who asked you to supply the balance and the entire order to be canceled instead of part is totally not acceptable",0.0410958904109589
Supradyn,QUICK RESPONSE AND FAST DELIVERY,0.0273972602739726
Supradyn,Total discount not given,0.0273972602739726
Supradyn,Trace Elements are essentials for every human being but most of the times neither those essential elements are not available in our drinking water( due to high filteration) nor in our daily foods .The combination is Excellent !,0.0136986301369863
Supradyn,Few tablets were nacked,0.0136986301369863
Supradyn,Speedy delivery,0.0
Shelcal,Pretty good,0.9973890339425587
Shelcal,this again is a calcium supplement recommended for my wife She is happy with the tablet.,0.9947780678851175
Shelcal,"i like it,shelcal-500 is very good to improve bone structure,it helps me to my fracture last year,",0.9921671018276762
Shelcal,its perfect for vitamin d3,0.9869451697127938
Shelcal,Sweet outer coating is easy to swallow,0.9843342036553525
Shelcal,Sweet outer coating is easy to swallow,0.9843342036553525
Shelcal,It is really excellent Everyone can use it.,0.9843342036553525
Shelcal,indians best calcium with vitamin D tab,0.9817232375979112
Shelcal,its a good tablet for women in late 30s and 40s for keeping up with their It D and Calcium intake,0.97911227154047
Shelcal,Good source of Calcium and Vitamin D3,0.9686684073107049
Shelcal,Good source of Calcium and Vitamin D3,0.9686684073107049
Shelcal,Rated good to treat calcium and vitamin deficiency,0.9660574412532638
Shelcal,Rated good to treat calcium and vitamin deficiency,0.9660574412532638
Shelcal,All was good in perfect condition,0.9608355091383812
Shelcal,Using it more than 3 years,0.9556135770234987
Shelcal,Not much effective,0.9530026109660574
Shelcal,Thecal is a good calcium supplement from a reputed company at a reasonable price.,0.9477806788511749
Shelcal,A known medicine for calcium deficiency Very useful,0.9425587467362925
Shelcal,Quality is not good,0.9425587467362925
Shelcal,Advised by doctors to make up calcium intake for strong bones specially for elderly,0.9425587467362925
Shelcal,Cheap but good,0.9399477806788512
Shelcal,Like ...... good,0.9373368146214099
Shelcal,Best Calcium supplement,0.9347258485639687
Shelcal,its a good calcium supplement....,0.9347258485639687
Shelcal,Nothing special This is a medication my wife is regularly taking,0.9347258485639687
Shelcal,Feeling comfortable in joints,0.9242819843342036
Shelcal,Best for calcium intake,0.9242819843342036
Shelcal,Best for calcium intake,0.9242819843342036
Shelcal,Good calcium supplement Recommended by most doctors,0.9216710182767625
Shelcal,Improve the bone strength,0.9216710182767625
Shelcal,Quite effective than other calcium supplement,0.9164490861618799
Shelcal,shell is always good choice,0.9164490861618799
Shelcal,its good tablet for calcium intake,0.9164490861618799
Shelcal,Thecal is good calcium tablets take it daily regularly,0.9112271540469974
Shelcal,good vitamin tab,0.9112271540469974
Shelcal,Thecal is good calcium tablets take it daily regularly,0.9112271540469974
Shelcal,Best in calcium supplement,0.9112271540469974
Shelcal,I take it occasionally so my experience is so so.,0.9086161879895561
Shelcal,Better rates in the market,0.9060052219321149
Shelcal,Cannot find any efdect. May be effective may be not,0.9060052219321149
Shelcal,always good substitute for calcium,0.9033942558746736
Shelcal,Same n cheap,0.8955613577023499
Shelcal,I am using since long,0.8955613577023499
Shelcal,Excellent Calcium supplement,0.8929503916449086
Shelcal,effective tool to cope calcium deficiency,0.8903394255874674
Shelcal,its good to have maintain calcium deficiency,0.8903394255874674
Shelcal,I feel its effective,0.8851174934725848
Shelcal,Product is good for me,0.8851174934725848
Shelcal,this is good for calcium,0.8746736292428199
Shelcal,very useful product,0.8746736292428199
Shelcal,Its working very good,0.8720626631853786
Shelcal,For my wife as prescribed by the Doctor to take care of calcium deficiency,0.8694516971279374
Shelcal,They are good for older persons,0.8694516971279374
Shelcal,They are good for older persons,0.8694516971279374
Shelcal,perfect for calcium requirement,0.8668407310704961
Shelcal,"Good , it reduces deficiency of calcium",0.856396866840731
Shelcal,Dislike because not effective,0.856396866840731
Shelcal,I liked it,0.856396866840731
Shelcal,satisfactory as usual shell 500 is prescribed by my Doctor is also recorded with you through my prescription.,0.8537859007832899
Shelcal,Very good item,0.8485639686684073
Shelcal,great buy it now,0.8485639686684073
Shelcal,So far no side effects noticed,0.8459530026109661
Shelcal,Since I am diabetic my doctor advise me take 1 tab once a day..,0.8459530026109661
Shelcal,Not as much as get benefited like alfa alfa of away,0.8433420365535248
Shelcal,Good calcium tablets No side effects,0.8328981723237598
Shelcal,Useful for bones,0.8328981723237598
Shelcal,Calcium supplement are most post menopausal,0.825065274151436
Shelcal,Calcium supplement are most post menopausal,0.825065274151436
Shelcal,Thecal is the most recommended supplement for calcium,0.825065274151436
Shelcal,Good but costly compared to other varieties of b- complex tabs,0.8067885117493473
Shelcal,Really good tablet,0.8067885117493473
Shelcal,Good for daily nutrient,0.804177545691906
Shelcal,Helps fr old age patients,0.804177545691906
Shelcal,Getting in lesser price outside,0.804177545691906
Shelcal,product is ok.,0.8015665796344648
Shelcal,Very low performance,0.8015665796344648
Shelcal,Satisfied..no complaints yet,0.7989556135770235
Shelcal,"its effectable,after 40 every women should be use",0.7989556135770235
Shelcal,"its effectable,after 40 every women should be use",0.7989556135770235
Shelcal,Bought as advised by the doctor,0.7963446475195822
Shelcal,Bought as advised by the doctor,0.7963446475195822
Shelcal,It works !,0.793733681462141
Shelcal,Mental feeling as if it is working,0.793733681462141
Shelcal,Helps to keep my calcium levels unto date,0.7911227154046997
Shelcal,Or prescribed it so using it,0.7911227154046997
Shelcal,To check its effectiveness yet,0.7859007832898173
Shelcal,It works as claimed,0.7806788511749347
Shelcal,its a gold standard,0.7754569190600522
Shelcal,calcium supplement recommended by Mrs,0.7702349869451697
Shelcal,calcium supplement recommended by Mrs,0.7702349869451697
Shelcal,Value for money,0.7676240208877284
Shelcal,Results are not unto the mark,0.762402088772846
Shelcal,Good source of calcium,0.762402088772846
Shelcal,it was good,0.762402088772846
Shelcal,It is good,0.762402088772846
Shelcal,Good for calcium deficiency,0.7597911227154047
Shelcal,Getting relief in toe pain,0.7519582245430809
Shelcal,Muscle ache improved,0.7467362924281984
Shelcal,Good medicine for calcium,0.7467362924281984
Shelcal,Good as calcium supplement,0.7441253263707572
Shelcal,Good as calcium supplement,0.7441253263707572
Shelcal,Shel Al is a standard calcium tablet,0.741514360313316
Shelcal,Nothing to say.,0.741514360313316
Shelcal,Good for health,0.7336814621409922
Shelcal,Advised by doctor,0.7232375979112271
Shelcal,Good calcium tablet,0.720626631853786
Shelcal,Good for bines,0.720626631853786
Shelcal,Good calcium substitute,0.720626631853786
Shelcal,Correct addressing of issue,0.7075718015665796
Shelcal,known medicine for calcium,0.7049608355091384
Shelcal,its a prescribed medicine to my mom.,0.7023498694516971
Shelcal,I like it,0.6919060052219321
Shelcal,i like it,0.6919060052219321
Shelcal,I like it.,0.6919060052219321
Shelcal,Very effective tablet for artho problem,0.6892950391644909
Shelcal,Very effective tablet for artho problem,0.6892950391644909
Shelcal,The new print on the backside,0.6866840731070496
Shelcal,The new print on the backside,0.6866840731070496
Shelcal,My father and wife have been having this calcium supplement for many years,0.6762402088772846
Shelcal,My father and wife have been having this calcium supplement for many years,0.6762402088772846
Shelcal,size of tablet,0.6736292428198434
Shelcal,Cheaper and better,0.6736292428198434
Shelcal,Good for diabetes,0.6736292428198434
Shelcal,Mud for bones,0.6736292428198434
Shelcal,Result is good,0.6736292428198434
Shelcal,Could be better,0.6736292428198434
Shelcal,IT IS HELPFUL TO MY BODY,0.6684073107049608
Shelcal,Ease of finding,0.6684073107049608
Shelcal,Ease of finding,0.6684073107049608
Shelcal,IT IS HELPFUL TO MY BODY,0.6684073107049608
Shelcal,It is run of a mill product. Nothing special,0.6657963446475196
Shelcal,It is run of a mill product. Nothing special,0.6657963446475196
Shelcal,It D with Calcium,0.6527415143603134
Shelcal,Star product of company,0.6527415143603134
Shelcal,Delivery charge why so,0.6527415143603134
Shelcal,Good calcium supplement,0.6370757180156658
Shelcal,Send all items together,0.6292428198433421
Shelcal,want say until use by minimum month,0.6292428198433421
Shelcal,Good one my daughter,0.6161879895561357
Shelcal,Good one my daughter,0.6161879895561357
Shelcal,"NOT NOW,MAY GIVE FEEDBACK AFTER SEEING EFFECTS.",0.6135770234986945
Shelcal,Good product,0.6109660574412533
Shelcal,Good product,0.6109660574412533
Shelcal,Good product,0.6109660574412533
Shelcal,Good product,0.6109660574412533
Shelcal,good product,0.6109660574412533
Shelcal,Good product....,0.6109660574412533
Shelcal,I didn order for shell 500 tablet.,0.608355091383812
Shelcal,No dislike for this med,0.6031331592689295
Shelcal,as per the order,0.6005221932114883
Shelcal,as per the order,0.6005221932114883
Shelcal,Optical priced. good supplement,0.597911227154047
Shelcal,Discount is not given according to mentioned,0.5926892950391645
Shelcal,Discount is not applicable on this product.,0.5900783289817232
Shelcal,Doctor prescribed so no opinion.,0.587467362924282
Shelcal,Not as per desire,0.5848563968668408
Shelcal,Display rate was higher than MRP..,0.577023498694517
Shelcal,Same as my previous reply,0.5744125326370757
Shelcal,Same as my previous reply,0.5744125326370757
Shelcal,It is effective medicine,0.5639686684073107
Shelcal,IT IS FOR MY WIFE AS PRESCRIBED BY THE DOCTOR. NOTHING TO SAY ABOUT IT,0.556135770234987
Shelcal,Very much liked,0.5535248041775457
Shelcal,It is ok,0.5456919060052219
Shelcal,So many simple vitamin tablets were not sent because of prescription,0.5430809399477807
Shelcal,Like to buy,0.5430809399477807
Shelcal,nothing to dislike,0.5404699738903395
Shelcal,My doctor recommends this during the pregnancy and post pregnancy,0.5404699738903395
Shelcal,Problem regarding the delivery,0.5404699738903395
Shelcal,Problem regarding the delivery,0.5404699738903395
Shelcal,Didn't dislike anything,0.5404699738903395
Shelcal,Great tablets for bone problems,0.5326370757180157
Shelcal,Your rate of Becasul and shelcal500 touch high,0.5326370757180157
Shelcal,Why your not providing the whole box with the strips like how we brought from outside,0.5326370757180157
Shelcal,"The whole action from your end,",0.5169712793733682
Shelcal,"The whole action from your end,",0.5169712793733682
Shelcal,The medicines are original People can rely on you,0.5143603133159269
Shelcal,THE EXPIRY DATE WAS NOT CHECKED BEFORE PACKING,0.5117493472584856
Shelcal,"Dislike price, like packing",0.5091383812010444
Shelcal,No question of like or dislike! Doctor prescribed,0.5065274151436031
Shelcal,Regular medicine for my parents Received in time,0.5039164490861618
Shelcal,It MFD date and timely delivery,0.5013054830287206
Shelcal,Speed of delivery and Discount,0.4960835509138381
Shelcal,The manufacturing date is months old You should provide fresh strip of shell with recent manufacturing date!,0.4960835509138381
Shelcal,The ambiance of the strip was good not old or tampered,0.4934725848563969
Shelcal,We are getting 15% discount for this medicine from local medical Shop,0.4908616187989556
Shelcal,Easy way to get medicine at your door step...,0.48825065274151436
Shelcal,I like very much,0.4856396866840731
Shelcal,delivered on time.with discount,0.4804177545691906
Shelcal,Discount compare to others,0.4804177545691906
Shelcal,delivered on time.with discount,0.4804177545691906
Shelcal,Discount is not competable,0.4804177545691906
Shelcal,Doctor happy patient happy,0.4751958224543081
Shelcal,works as expected,0.4725848563968668
Shelcal,U say 20% discount but not applied on this,0.4699738903394256
Shelcal,Good packing prompt delivery,0.46475195822454307
Shelcal,Came on time without any damage,0.4516971279373368
Shelcal,Came on time without any damage,0.4516971279373368
Shelcal,please arrange immediately.Its very essential,0.44386422976501305
Shelcal,Discount n ease of shopping online,0.4412532637075718
Shelcal,The delivery experience was very good and quick,0.4386422976501306
Shelcal,Its smartly packed,0.4360313315926893
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.4255874673629243
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.4255874673629243
Shelcal,"Its not use me, I enquire for my friend",0.42297650130548303
Shelcal,I didn get on time,0.42036553524804177
Shelcal,Usual genuine medicine,0.42036553524804177
Shelcal,Have to take them whether like or not,0.412532637075718
Shelcal,Have to take them whether like or not,0.412532637075718
Shelcal,Speed and ease and discount,0.4073107049608355
Shelcal,Recommended by Doctor at Sunshine Hospital.,0.4073107049608355
Shelcal,Satisfactory Service besides some minor negligencies.,0.39947780678851175
Shelcal,Satisfactory Service besides some minor negligencies.,0.39947780678851175
Shelcal,As usual packing is in good condition and the delivery date is the same as informed,0.39425587467362927
Shelcal,Rapid delivery..n good discount,0.391644908616188
Shelcal,Quick delivery of medicine is very much appreciated,0.391644908616188
Shelcal,Quick delivery of medicine is very much appreciated,0.391644908616188
Shelcal,Discount rate very low other outside market,0.38903394255874674
Shelcal,Fast delivery with good packing,0.38903394255874674
Shelcal,Discount Is Good,0.38903394255874674
Shelcal,Discount was less than available in the market,0.3838120104438642
Shelcal,Discount was less than available in the market,0.3838120104438642
Shelcal,I am like it and also happy with the discount,0.381201044386423
Shelcal,The medicine is fine but the my other medicine is canceled by the vendor,0.3785900783289817
Shelcal,The medicine is fine but the my other medicine is canceled by the vendor,0.3785900783289817
Shelcal,i had cracking sound from knees which persists even now after having shell for a month,0.3733681462140992
Shelcal,I purchased it was 15 tablet strip not up to the mark seems duplicate not controlling sugar legal,0.3733681462140992
Shelcal,This order was delivered timely as compared to other order which took more than 10 days to deliver,0.3681462140992167
Shelcal,This order was delivered timely as compared to other order which took more than 10 days to deliver,0.3681462140992167
Shelcal,Ease of ordering fast delivery and no confusion,0.36553524804177545
Shelcal,Good Packing. Genuine Medicines,0.3629242819843342
Shelcal,No commitment and no fixed delivery schedule,0.360313315926893
Shelcal,No commitment and no fixed delivery schedule,0.360313315926893
Shelcal,Why dont you use local shops as delivery partner. its preposterous that in today day and age we need to wait ONE FREAKING WEEK FOR DELIVERY,0.360313315926893
Shelcal,liked packing and delivery,0.35509138381201044
Shelcal,We needed more discount,0.35509138381201044
Shelcal,good product and quick delivery,0.35509138381201044
Shelcal,liked packing and delivery,0.35509138381201044
Shelcal,We needed more discount,0.35509138381201044
Shelcal,quick delivery and discount,0.3524804177545692
Shelcal,The product is genuine,0.3472584856396867
Shelcal,very expensive will never buy now first price is more secondly other chemists r offering much much more than u. i have been cheated,0.34464751958224543
Shelcal,Very fast delivery,0.34464751958224543
Shelcal,You have sent wrong qty and missed one item which I never expected even after sending typed list in English,0.34203655352480417
Shelcal,Cooperation and fast supply,0.3394255874673629
Shelcal,Delivery group was there However product n packing were good,0.3342036553524804
Shelcal,Delivery group was there However product n packing were good,0.3342036553524804
Shelcal,I like Thecal - 500 Tablet and using it for quite a long time. It is very suitable for me.,0.3289817232375979
Shelcal,I am taking it in good faith expecting it to be genuine No question to like or dislike it.,0.3263707571801567
Shelcal,I am taking it in good faith expecting it to be genuine No question to like or dislike it.,0.3263707571801567
Shelcal,Protected packing and effective for bone density,0.3237597911227154
Shelcal,Very delayed delivery and if we wish to cancel they are not refunding the money instead adding it to their wallet which is not at all useful,0.3237597911227154
Shelcal,Item is good and packed very well,0.32114882506527415
Shelcal,Item is good and packed very well,0.32114882506527415
Shelcal,Rate of discount offered is very less compared to what others are offering,0.3185378590078329
Shelcal,Nice packing and good tablet for my health,0.31070496083550914
Shelcal,Nice packing and good tablet for my health,0.31070496083550914
Shelcal,Good Packing & Useful Tablet,0.30548302872062666
Shelcal,Excellent response and fabulous discount,0.3028720626631854
Shelcal,Discount is very minimal,0.3028720626631854
Shelcal,Delivery as usual,0.29765013054830286
Shelcal,Good deals,0.2924281984334204
Shelcal,Good response,0.2924281984334204
Shelcal,Good quality,0.2924281984334204
Shelcal,Good response,0.2924281984334204
Shelcal,Good enuf,0.2924281984334204
Shelcal,Good job,0.2924281984334204
Shelcal,Discount is very less,0.2898172323759791
Shelcal,Discount is very less,0.2898172323759791
Shelcal,Timely delivery with less price,0.28720626631853785
Shelcal,Timely delivery with less price,0.28720626631853785
Shelcal,I like the home delivery service is very good,0.2845953002610966
Shelcal,I like the home delivery service is very good,0.2845953002610966
Shelcal,a little overpriced,0.2845953002610966
Shelcal,good medicine,0.2793733681462141
Shelcal,Good supplement,0.26631853785900783
Shelcal,Good tablets,0.26109660574412535
Shelcal,Good tablet,0.26109660574412535
Shelcal,Good tablets,0.26109660574412535
Shelcal,I dislike die to less discount,0.2558746736292428
Shelcal,Delivery is slow,0.25326370757180156
Shelcal,All good,0.2454308093994778
Shelcal,its good,0.2454308093994778
Shelcal,All good,0.2454308093994778
Shelcal,its good,0.2454308093994778
Shelcal,Delivery so lately...,0.23759791122715404
Shelcal,Delivery very late,0.23759791122715404
Shelcal,Very late delivery,0.23759791122715404
Shelcal,Delivery date was too late,0.23759791122715404
Shelcal,Very satisfied,0.2349869451697128
Shelcal,Not good service,0.2297650130548303
